ad_users,ad_conversions,ad_conversion_rate_pct,psa_users,psa_conversions,psa_conversion_rate_pct,absolute_uplift_pct_points,relative_uplift_pct,expected_ad_conversions_at_psa_rate,incremental_conversions
564577,14423,2.56,23524,420,1.79,0.77,43.14,10078,4345
